date,demand,rrp,demand_pos_rrp,rrp_positive,demand_neg_rrp,rrp_negative,frac_at_neg_rrp,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday,year,day,month_sin,month_cos,demand_lag1,demand_lag2,demand_lag3,demand_rolling,day_of_week,workday,rrp_lag1,rrp_lag7,rrp_lag14,rrp_lag30,demand_lag7,demand_rolling7,demand_rolling30,solar_exposure_lag1,solar_exposure_rolling7,rainfall_lag1,rainfall_rolling7,day_of_year,is_weekend,is_summer,is_winter,temp_solar_interaction,demand_rrp_interaction,demand_squared,rrp_squared,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,weekday_1.2,weekday_2.2,weekday_3.2,weekday_4.2,weekday_5.2,weekday_6.2,month_2.2,month_3.2,month_4.2,month_5.2,month_6.2,month_7.2,month_8.2,month_9.2,month_10.2,month_11.2,month_12.2,weekday_sin,weekday_cos,month
2015-01-25,0.1763342496759973,0.1228169728482239,-1.4421220547294626,-1.5570813816279756,-0.22072600461604694,0.13734364518544734,-0.21624761293625183,0.8263800593459243,0.3750420665025049,1.4096910726045742,-0.35446959020551283,-1.5464787870046783,-0.196469089002845,-1.4566967344795352,1.0588287987962492,0.6984670717045643,1.3479222017061478,-0.2304748658193352,1.423701611626042,2.5695161522120635,-0.1695367952853522,1.4937705285053204,-1.5707813189269966,-1.3945643851926208,-1.5115122034033213,-1.470618162572182,-1.0898742337655771,-1.6480746057647333,0.9764526344969504,0.23621494031632256,2.0358370568130244,1.8109375601545008,-0.354346157747991,-0.8047264148690841,-1.539709330953113,1.5707813189269966,-0.610564587612366,1.9020643969781137,1.0581995231931405,-1.4952877417342512,-1.527835242293059,-1.039680330851047,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.3751763123195735,-1.4024907517982725,1
2015-01-26,0.2559688200890601,0.1249596982216106,-1.0350630670229124,-1.5454106072481968,-0.22072600461604694,0.13734364518544734,-0.21624761293625183,0.06987274617918432,-0.015124719307575894,0.703467959006188,-0.12487669219719183,-1.5464787870046783,5.089859199100371,-1.4566967344795352,1.1723933226320629,0.6984670717045643,1.3479222017061478,-1.626268871060289,-0.2322908602842624,1.4194718030374474,-1.1926061452726158,-1.4977236096260755,0.636625854885454,-1.5224941286134186,-1.221463869699844,-1.0194239013379327,-1.0898742337655771,-0.1930430686826209,0.7777711044082074,0.13078766771907988,1.407112199069397,1.6066913473230016,-0.354346157747991,-0.730019324545227,-1.5297663130716068,-0.636625854885454,-0.610564587612366,1.9020643969781137,0.3496001959914553,-1.464612010413375,-1.1563473041609862,-1.0372355469839154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.3771285047066884,-1.4142039325396278,1
2015-01-27,0.4564091662227497,0.148148096463231,-0.0104949181709818,-1.4191104443692637,-0.22072600461604694,0.13734364518544734,-0.21624761293625183,0.09427620789424031,-0.1392686966107834,0.42097871356683325,-0.21671385140052024,-1.5464787870046783,-0.196469089002845,-1.4566967344795352,1.2859578464678765,0.6984670717045643,1.3479222017061478,-1.184356515454393,-1.627281779609755,-0.2356403817211803,-1.1305312056470085,-0.9991412532708428,0.636625854885454,-1.510970444165778,-1.334036375439407,-1.1991115530255694,-1.0898742337655771,0.7249715780747251,0.6175550531727102,0.11851551059162277,0.7014006240510403,1.564046533654886,-0.12475951858551551,-0.6851950703509126,-1.5198232951901007,-0.636625854885454,-0.610564587612366,1.9020643969781137,0.1089998054286792,-1.2960184725614878,-0.1265984107612397,-1.0070916438506672,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.104290461674355,-0.06004323979370993,1
2015-01-28,0.4340733908852173,0.1254366067987222,-0.1246661637917847,-1.542813030909705,-0.22072600461604694,0.13734364518544734,-0.21624761293625183,0.4847315953351387,0.9780270991180846,1.6151377965604683,-0.35446959020551283,-1.5464787870046783,-0.196469089002845,-1.4566967344795352,1.39952237030369,0.6984670717045643,1.3479222017061478,-0.0720623816510337,-1.1856236832909186,-1.629889756260801,-0.5700748723045977,-0.5005588969156103,0.636625854885454,-1.386262076261264,-1.0017011199028711,-1.155899391255608,-1.0898742337655771,2.2240603130266168,0.1336595700953028,0.09851825846344617,0.4191159940436976,1.590980100182117,-0.21659417425050573,-0.6851950703509126,-1.5098802773085946,-0.636625854885454,-0.610564587612366,1.9020643969781137,1.604334457982641,-1.4130596235767694,-0.2480585787472636,-1.0366835677348993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.6140324704096591,0.8775431260232323,1
2015-01-29,0.4690248286988844,0.1395604654024557,0.0539911306661756,-1.465884662605641,-0.22072600461604694,0.13734364518544734,-0.21624761293625183,0.3627142867598582,0.4105117743034213,1.859105781258093,-0.35446959020551283,0.6466302728515697,-0.196469089002845,-1.4566967344795352,1.5130868941395033,0.6984670717045643,1.3479222017061478,-0.1960092434535804,-0.0739695205358331,-1.1884664351322014,-0.1067824564852184,-0.001976540560377292,0.636625854885454,-1.508405605936267,-0.9786782462207256,-1.099922790586839,-1.0898742337655771,2.568143321380282,-0.3802281249371422,0.09349257611987347,1.6124101118020104,1.7211590050637318,-0.354346157747991,-0.6851950703509126,-1.4999372594270883,-0.636625854885454,-0.610564587612366,1.9020643969781137,1.4141762940740443,-1.3338830851012446,-0.057251523099375,-1.0190421546703385,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.0029155055346993916,1.2138886120170205,1
2015-01-30,0.4923863239266859,0.1471873197512263,0.1734054321361876,-1.4243435035769572,-0.22072600461604694,0.13734364518544734,-0.21624761293625183,0.4359246719050262,0.1976935274979225,1.692180318043929,-0.35446959020551283,0.6466302728515697,-0.196469089002845,-1.4566967344795352,1.6266514179753169,0.6984670717045643,1.3479222017061478,-0.0020548824777469,-0.1978450681053301,-0.07740320192129,-0.028549768208891,0.4966058157948551,0.636625854885454,-1.4324467865028354,-0.8215529024576543,-1.3311037080643668,-1.0898742337655771,1.4182943637695908,-0.6389577119560307,0.09736187610030678,1.856201383171988,1.69871436629104,-0.354346157747991,-0.6851950703509126,-1.4899942415455822,-0.636625854885454,-0.610564587612366,1.9020643969781137,1.1476452447964602,-1.2883522602319029,0.0725820139478574,-1.0084746478529651,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6086951338878804,0.8827467754656857,1
2015-01-31,0.2567019764588135,0.1228030119720528,-1.031315474888561,-1.5571574221333115,-0.22072600461604694,0.13734364518544734,-0.21624761293625183,0.7287662124857002,0.055814696294256505,1.5124144345825212,-0.35446959020551283,0.6466302728515697,-0.196469089002845,-1.4566967344795352,1.7402159418111305,0.6984670717045643,1.3479222017061478,0.1275839582046951,-0.0040023009713939,-0.2012129001256587,-0.4142456780454347,0.9951881721500876,-1.5707813189269966,-1.3914291815708373,-1.397082383647433,-1.448433263161655,-1.0898742337655771,-0.2365366188262814,-0.8281541343737662,0.018829548986529773,1.6893968290767405,1.6066913473230016,-0.354346157747991,-0.6851950703509126,-1.4800512236640762,1.5707813189269966,-0.610564587612366,1.9020643969781137,0.931083391914576,-1.473638621772492,-1.1528277874171304,-1.0396960708061411,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.100336914897545,-0.050660849162636565,1
2015-02-01,0.2067540025999704,0.1121598319692524,-1.286628859157647,-1.6151275914127965,-0.22072600461604694,0.13734364518544734,-0.21624761293625183,0.4603281336200823,-0.1570035505112419,0.36961703257785994,1.75778507147104,0.6466302728515697,-0.196469089002845,-1.4566967344795352,-1.666719773263275,1.2085167052752115,0.8198078868900158,-1.180288045483315,0.1255619505333772,-0.0074731753063755,-0.9845562053811404,1.4937705285053204,-1.5707813189269966,-1.5225692109051612,-1.5251754998793612,-1.5064009563554415,-1.0898742337655771,-1.630549111574353,-0.7945289314939945,-0.07039025559345893,1.5097611554357038,1.424889773264194,-0.354346157747991,0.002110160628572482,-1.4701082057825698,1.5707813189269966,-0.610564587612366,1.9020643969781137,0.0687062279564144,-1.5310764480511578,-1.3884557160955238,-1.0509836449157237,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1.3751763123195735,-1.4024907517982725,2
2015-02-02,0.4605327424770088,0.1539244236365236,0.0105830981614088,-1.3876485447237137,-0.22072600461604694,0.13734364518544734,-0.21624761293625183,0.5335385187652509,0.215428381398381,1.2170847688959232,0.5179834222261068,0.6466302728515697,-0.196469089002845,-1.4566967344795352,-1.5531552494274614,1.2085167052752115,0.8198078868900158,-1.4574619747355586,-1.1815575541601933,0.1220222028503274,-1.0538221359625526,-1.4977236096260755,0.636625854885454,-1.5798087663773828,-1.51363709909858,-1.2169137757757251,-1.0898742337655771,-1.189200787895313,-0.5684092976702955,-0.07115432691035013,0.3677915158605446,1.5146683283549636,1.7578509225467829,0.21129001353537227,-1.4601651879010638,-0.636625854885454,-0.610564587612366,1.9020643969781137,0.8237915287413633,-1.2663304389511507,-0.103990652465496,-0.9985325771681887,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-1.3771285047066884,-1.4142039325396278,2
2015-02-03,0.5179074025835092,0.1796298459086127,0.3038586309082827,-1.2476389161375894,-0.22072600461604694,0.13734364518544734,-0.21624761293625183,1.1680285233567107,0.020344988493340207,1.0629997259290027,-0.35446959020551283,0.6466302728515697,-0.196469089002845,-1.4566967344795352,-1.439590725591648,1.2085167052752115,0.8198078868900158,-0.0491796149507406,-1.4585720082478495,-1.1844024674613205,-0.4858283314974635,-0.9991412532708428,0.636625854885454,-1.3551966992241014,-1.3887694722438697,-1.32926848880316,-1.0898742337655771,-0.0783263233896372,-0.5004307483524622,-0.054020626013985724,1.2146454058825726,1.6268915222184248,0.5180830710694154,0.16646575934105806,-1.450222170019558,-0.636625854885454,-0.610564587612366,1.9020643969781137,0.607530695114875,-1.1152689917066685,0.2165223899249886,-0.9553644498265833,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-1.104290461674355,-0.06004323979370993,2
